Office,Taluk,District,State,Pincode
Koolimuttam,Kodungallur,Thrissur,KERALA,680691
Koorikuzhi,Kodungallur,Thrissur,KERALA,680681
Koovakkattukunnu,Mukundapuram,Thrissur,KERALA,680311
Koratti Kizhakkumuri,Mukundapuram,Thrissur,KERALA,680308
Koratti,Mukundapuram,Thrissur,KERALA,680308
Koratti South,Mukundapuram,Thrissur,KERALA,680308
Kothaparamba,Kodungallur,Thrissur,KERALA,680668
Kottamuri,Mukundapuram,Thrissur,KERALA,680732
Kottanallur,Mukundapuram,Thrissur,KERALA,680662
Kottappuram,Kodungallur,Thrissur,KERALA,680667
Kottat,NA,Thrissur,KERALA,680731
Krishnankotta,Kodungallur,Thrissur,KERALA,680733
Kundur,Mukundapuram,Thrissur,KERALA,680734
Kunnappilly,Mukundapuram,Thrissur,KERALA,680311
Kurumbilavu,Thrissur,Thrissur,KERALA,680564
Kuruvilassery,Mukundapuram,Thrissur,KERALA,680732
Kuttamangalam,Kodungallur,Thrissur,KERALA,680703
Kuttichira,Mukundapuram,Thrissur,KERALA,680724
Kuttikkad,Mukundapuram,Thrissur,KERALA,680724
Kuzhikkattussery,Mukundapuram,Thrissur,KERALA,680697
Kuzhur,Mukundapuram,Thrissur,KERALA,680734
Lokamaleswaram North,Kodungallur,Thrissur,KERALA,680664
Madathumpady,NA,Thrissur,KERALA,680733
Madavana,Kodungallur,Thrissur,KERALA,680666
Madayikonam,Mukundapuram,Thrissur,KERALA,680712
Malakkapara,Mukundapuram,Thrissur,KERALA,680721
Mala thrissur,Mukundapuram,Thrissur,KERALA,680732
Mambra,Mukundapuram,Thrissur,KERALA,680308
Manakulangara,Mukundapuram,Thrissur,KERALA,680684
Mathilakam,Kodungallur,Thrissur,KERALA,680685
Mattathur,Mukundapuram,Thrissur,KERALA,680684
Mattathurkkunnu,Mukundapuram,Thrissur,KERALA,680684
Melur Thrissur,Mukundapuram,Thrissur,KERALA,680311
Methala,Kodungallur,Thrissur,KERALA,680669
Moorkkanad,Mukundapuram,Thrissur,KERALA,680711
Mothirakkanni,Mukundapuram,Thrissur,KERALA,680724
Mupliyam,Mukundapuram,Thrissur,KERALA,680312
Murikkungal,Mukundapuram,Thrissur,KERALA,680699
Muringoor Vadakkummuri,Mukundapuram,Thrissur,KERALA,680309
Muriyad,Mukundapuram,Thrissur,KERALA,680683
Muttithadi,Mukundapuram,Thrissur,KERALA,680317
Nadavaramba,Mukundapuram,Thrissur,KERALA,680661
Nalukettu,Mukundapuram,Thrissur,KERALA,680308
Nandikkara,Mukundapuram,Thrissur,KERALA,680301
Nandipulam,Mukundapuram,Thrissur,KERALA,680312
Nattika,Chavakkad,Thrissur,KERALA,680566
Nattikabeach,Chavakkad,Thrissur,KERALA,680566
Nellayi thrissur,Mukundapuram,Thrissur,KERALA,680305
Nenmenikkara,NA,Thrissur,KERALA,680301
Padinjare Vemballur,Kodungallur,Thrissur,KERALA,680671
Padiyur,Mukundapuram,Thrissur,KERALA,680688
Pady,Mukundapuram,Thrissur,KERALA,680699
Palappilly,Mukundapuram,Thrissur,KERALA,680304
Palayamparambu,Mukundapuram,Thrissur,KERALA,680741
Pallipuram,Mukundapuram,Thrissur,KERALA,680732
Panamkulam,Thrissur,Thrissur,KERALA,680711
Panangad Thrissur,Kodungallur,Thrissur,KERALA,680665
Parappukkara,Mukundapuram,Thrissur,KERALA,680310
Pariyaram Thrissur,Mukundapuram,Thrissur,KERALA,680721
Pathazhakkad,Kodungallur,Thrissur,KERALA,680668
Pazhayi,Mukundapuram,Thrissur,KERALA,680301
Pazhuvil,Thrissur,Thrissur,KERALA,680564
Pazhuvil West,Thrissur,Thrissur,KERALA,680564
Perambra thrissur,Mukundapuram,Thrissur,KERALA,680689
Peringottukara,Thrissur,Thrissur,KERALA,680565
Perinjanam,Kodungallur,Thrissur,KERALA,680686
Perinjanam West,Kodungallur,Thrissur,KERALA,680686
Ponjanam,Mukundapuram,Thrissur,KERALA,680702
Pooppathy,Kodungallur,Thrissur,KERALA,680733
Pootharakkal,Thrissur,Thrissur,KERALA,680561
Poovathussery,Mukundapuram,Thrissur,KERALA,680741
Porathissery,Mukundapuram,Thrissur,KERALA,680125
Poringalkuthu,Mukundapuram,Thrissur,KERALA,680721
Potta,Mukundapuram,Thrissur,KERALA,680722
Poyya,Kodungallur,Thrissur,KERALA,680733
Pudukad,Mukundapuram,Thrissur,KERALA,680301
Pullur,Mukundapuram,Thrissur,KERALA,680683
Pullut North,Kodungallur,Thrissur,KERALA,680663
Pullut,Kodungallur,Thrissur,KERALA,680663
Puthenchira Kizhakkummuri,Mukundapuram,Thrissur,KERALA,680682
Puthenchira,Mukundapuram,Thrissur,KERALA,680682
Puthenchira Thekkummuri,Mukundapuram,Thrissur,KERALA,680682
Santhipuram,Kodungallur,Thrissur,KERALA,680668
Srinngapuram,NA,Thrissur,KERALA,680664
Thanissery,Mukundapuram,Thrissur,KERALA,680701
Thazhekkad,Mukundapuram,Thrissur,KERALA,680697
Thiruvanchikulam,Kodungallur,Thrissur,KERALA,680664
Thottippal,Mukundapuram,Thrissur,KERALA,680310
Thumbur,Mukundapuram,Thrissur,KERALA,680662
Triprayar,Chavakkad,Thrissur,KERALA,680567
Urakam,Thrissur,Thrissur,KERALA,680562
Vadakkummuri,Thrissur,Thrissur,KERALA,680570
Vadama,Mukundapuram,Thrissur,KERALA,680732
Valapad Beach,Chavakkad,Thrissur,KERALA,680567
Valapad,Chavakkad,Thrissur,KERALA,680567
Vallachira,Thrissur,Thrissur,KERALA,680562
Vallivattam,Kodungallur,Thrissur,KERALA,680123
Varakara,Mukundapuram,Thrissur,KERALA,680302
Varandarappilly,Mukundapuram,Thrissur,KERALA,680303
Vattanathara,Mukundapuram,Thrissur,KERALA,680302
Vellanchira,Mukundapuram,Thrissur,KERALA,680697
Vellangallur,Mukundapuram,Thrissur,KERALA,680662
Vellani,Mukundapuram,Thrissur,KERALA,680701
Vellikulangara,Mukundapuram,Thrissur,KERALA,680699
Velupadam,Mukundapuram,Thrissur,KERALA,680303
Vettilappara,Mukundapuram,Thrissur,KERALA,680721
Vijayaraghavapuram,Mukundapuram,Thrissur,KERALA,680722
Adat,Thrissur,Thrissur,KERALA,680551
Agalad,Chavakkad,Thrissur,KERALA,680518
Akathiyur,Thalapilly,Thrissur,KERALA,680519
Akkikavu,Talappilly,Thrissur,KERALA,680519
Alapad,Thrissur,Thrissur,KERALA,680641
Alur Mattom,Talappilly,Thrissur,KERALA,680602
Amalanagar,Thrissur,Thrissur,KERALA,680555
Ammadam,Thrissur,Thrissur,KERALA,680563
Anchery,NA,Thrissur,KERALA,680006
Andathode,Chavakkad,Thrissur,KERALA,679564
Anjur Mundur,Thrissur,Thrissur,KERALA,680541
Anjur kunnamkulam,Thrissur,Thrissur,KERALA,680523
Annakara,Chavakkad,Thrissur,KERALA,680508
Anthikad,Thrissur,Thrissur,KERALA,680641
Aranattukara,NA,Thrissur,KERALA,680618
Arangottukara,Thalapilly,Thrissur,KERALA,679532
Arimpur,Thrissur,Thrissur,KERALA,680620
Ariyannur,Thalapilly,Thrissur,KERALA,680102
Arthat,NA,Thrissur,KERALA,680521
Asarikkad,Thrissur,Thrissur,KERALA,680751
Athani Thrissur,Thrissur,Thrissur,KERALA,680581
Attur,Talappilly,Thrissur,KERALA,680583
Avanisseri,NA,Thrissur,KERALA,680306
Avanur,Thrissur,Thrissur,KERALA,680541
Ayyanthole North,Thrissur,Thrissur,KERALA,680003
Ayyanthole,Thrissur,Thrissur,KERALA,680003
Ayyappankavu,Thrissur,Thrissur,KERALA,680751
Blangad,Chavakkad,Thrissur,KERALA,680506
Brahmakulam,NA,Thrissur,KERALA,680104
Chakkumkandam,NA,Thrissur,KERALA,680522
Chammannur,Chavakkad,Thrissur,KERALA,679561
Chavakkad,Chavakkad,Thrissur,KERALA,680506
Chelakkara,Thalapilly,Thrissur,KERALA,680586
Chelakode,Thalapilly,Thrissur,KERALA,680587
Chemmannur,NA,Thrissur,KERALA,680517
Chemmanthatta,Talappilly,Thrissur,KERALA,680501
Chennaipara,Thrissur,Thrissur,KERALA,680653
Cherur,Thrissur,Thrissur,KERALA,680008
Cheruthuruthy,Talappilly,Thrissur,KERALA,679531
Chettupuzha,NA,Thrissur,KERALA,680012
Chiramanangad,Talappilly,Thrissur,KERALA,680604
Chiranellur,Thalapilly,Thrissur,KERALA,680501
Chittanda,NA,Thrissur,KERALA,680585
Chittanjur,Thrissur,Thrissur,KERALA,680523
Chittattukara,Chavakkad,Thrissur,KERALA,680511
Chittilapilly,Thrissur,Thrissur,KERALA,680551
Chiyyaram,NA,Thrissur,KERALA,680026
Choolissery,Thrissur,Thrissur,KERALA,680541
Choondal,Thalapilly,Thrissur,KERALA,680502
Chottupara,Thrissur,Thrissur,KERALA,680581
Chovvur,NA,Thrissur,KERALA,680027
Chowannur,Thalapilly,Thrissur,KERALA,680517
Chuvannamannu,Thrissur,Thrissur,KERALA,680652
Desamangalam,Thalapilly,Thrissur,KERALA,679532
Edakkalathur,Thrissur,Thrissur,KERALA,680552
Edakkaliyur,Chavakkad,Thrissur,KERALA,680515
Edakkara Thrissur,Chavakkad,Thrissur,KERALA,680518
Edassery,Chavakkad,Thrissur,KERALA,680569
Elanad,Thalapilly,Thrissur,KERALA,680586
Elavally,Chavakkad,Thrissur,KERALA,680511
Elavally South,Chavakkad,Thrissur,KERALA,680511
Elthuruth,NA,Thrissur,KERALA,680611
Enamakkal,Chavakkad,Thrissur,KERALA,680510
Engandiyur,Chavakkad,Thrissur,KERALA,680615
Enkakad,Thalapilly,Thrissur,KERALA,680589
Eranellur,Talappilly,Thrissur,KERALA,680501
Eravimangalam,NA,Thrissur,KERALA,680751
Eravu,Thrissur,Thrissur,KERALA,680620
Erumapetty,Thalapilly,Thrissur,KERALA,680584
Eyyal,Talappilly,Thrissur,KERALA,680501
Guruvayur,NA,Thrissur,KERALA,680101
Guruvayur Temple,NA,Thrissur,KERALA,680101
Iringapuram,NA,Thrissur,KERALA,680103
Irunilamcode,Talappilly,Thrissur,KERALA,680583
Kadappuram,Chavakkad,Thrissur,KERALA,680514
Kadavallur,Talappilly,Thrissur,KERALA,680543
Kainoor,Thrissur,Thrissur,KERALA,680014
Kaiparamba,Thrissur,Thrissur,KERALA,680546
Kakkassery,Chavakkad,Thrissur,KERALA,680511
Kaliyarode,Talappilly,Thrissur,KERALA,680586
Kallepadam,Talappilly,Thrissur,KERALA,680587
Kallur Vadakkekkad,Chavakkad,Thrissur,KERALA,679562
Kanattukara,Thrissur,Thrissur,KERALA,680011
Kandanassery,Talappilly,Thrissur,KERALA,680102
Kandassankadavu,Thrissur,Thrissur,KERALA,680613
Kanimangalam,NA,Thrissur,KERALA,680027
Kanippayur,Thalapilly,Thrissur,KERALA,680517
Kaniyarkod,Talappilly,Thrissur,KERALA,680594
Kanjani,Thrissur,Thrissur,KERALA,680612
Kanjirakode,Talappilly,Thrissur,KERALA,680590
Kannara,Thrissur,Thrissur,KERALA,680652
Kannoth,Chavakkad,Thrissur,KERALA,680510
Karikkad,Talappilly,Thrissur,KERALA,680519
Karumathra,Thalapilly,Thrissur,KERALA,680589
Kattakampal,Thalapilly,Thrissur,KERALA,680544
Kattilapoovam,Thrissur,Thrissur,KERALA,680028
Katungode,Thalapilly,Thrissur,KERALA,680584
Kavida,NA,Thrissur,KERALA,680505
Kecheri,Thalapilly,Thrissur,KERALA,680501
Kerala Agri university,Thrissur,Thrissur,KERALA,680656
Killimangalam,Thalapilly,Thrissur,KERALA,680591
Kiralur,Talappilly,Thrissur,KERALA,680601
Kizhur,NA,Thrissur,KERALA,680523
Kochannur,Chavakkad,Thrissur,KERALA,679562
Kodannur,Thrissur,Thrissur,KERALA,680563
Kolazhi RM,NA,Thrissur,KERALA,680010
Kondazhi,Thalapilly,Thrissur,KERALA,679106
Konikara,Mukundapuram,Thrissur,KERALA,680306
Koonamoochi,Talappilly,Thrissur,KERALA,680504
Kootala Thrissur,Thrissur,Thrissur,KERALA,680652
Korattikkara,Talappilly,Thrissur,KERALA,680543
Kottappadi,NA,Thrissur,KERALA,680505
Kottappuram Wri,NA,Thrissur,KERALA,680584
Kozhukully,Thrissur,Thrissur,KERALA,680751
Kumaranellur TC,Talappilly,Thrissur,KERALA,680590
Kumarappanal,Talappilly,Thrissur,KERALA,680585
Kumbalacode,Thalapilly,Thrissur,KERALA,680587
Kundaliyur,Chavakkad,Thrissur,KERALA,680616
Kundannur,NA,Thrissur,KERALA,680590
Kundukad,Thrissur,Thrissur,KERALA,680028
Kunnamkulam City,NA,Thrissur,KERALA,680523
Kunnamkulam,NA,Thrissur,KERALA,680503
Kuranniyur,Chavakkad,Thrissur,KERALA,680506
Kuriachira,NA,Thrissur,KERALA,680006
Kurkancheri,NA,Thrissur,KERALA,680007
Kuruchikkara,Thrissur,Thrissur,KERALA,680028
Kurumal,Talappilly,Thrissur,KERALA,680601
Kurumala,Talappilly,Thrissur,KERALA,680586
Kuthampilly,Thalapilly,Thrissur,KERALA,680594
Kuttanchery,Talappilly,Thrissur,KERALA,680584
Kuttanellur,NA,Thrissur,KERALA,680014
Kuttur Thrissur,Thrissur,Thrissur,KERALA,680013
Madakkathara,Thrissur,Thrissur,KERALA,680651
Madu,Chavakkad,Thrissur,KERALA,680512
Malavattom,Talappilly,Thrissur,KERALA,680588
Malesamangalam,Talappilly,Thrissur,KERALA,680588
Manakkodi,Thrissur,Thrissur,KERALA,680012
Manalithara,Talappilly,Thrissur,KERALA,680589
Manalur HS,Thrissur,Thrissur,KERALA,680617
Manalur,Thrissur,Thrissur,KERALA,680617
Mangad,Talappilly,Thrissur,KERALA,680542
Mannalamkunnu,Chavakkad,Thrissur,KERALA,680518
Mannamangalam,Thrissur,Thrissur,KERALA,680014
Mannuthy,NA,Thrissur,KERALA,680651
Marathakkara,NA,Thrissur,KERALA,680306
Marottichal,Thrissur,Thrissur,KERALA,680014
Maruthancode,Thalapilly,Thrissur,KERALA,680604
Maruthayur,NA,Thrissur,KERALA,680507
Mattom,Thalapilly,Thrissur,KERALA,680602
Mayannur,Thalapilly,Thrissur,KERALA,679105
Minalur,Talappilly,Thrissur,KERALA,680581
Mulagunnathukavu,Thrissur,Thrissur,KERALA,680581
Mulayam,Thrissur,Thrissur,KERALA,680751
Mullassery,Chavakkad,Thrissur,KERALA,680509
Mullurkkara,Thalapilly,Thrissur,KERALA,680583
Mundathicode,Thalapilly,Thrissur,KERALA,680601
Mundathicode West,Talappilly,Thrissur,KERALA,680623
Mundur TC,Thrissur,Thrissur,KERALA,680541
Nadathara,NA,Thrissur,KERALA,680751
Naduvilkkara,Chavakkad,Thrissur,KERALA,680614
Nambazhikad,Talappilly,Thrissur,KERALA,680602
Nedupuzha,NA,Thrissur,KERALA,680007
Nehrunagar,NA,Thrissur,KERALA,680006
Nellikunnu,NA,Thrissur,KERALA,680005
Nelluvaya,Thalapilly,Thrissur,KERALA,680584
Nemmini,NA,Thrissur,KERALA,680104
Nettissery,NA,Thrissur,KERALA,680651
Netumpura,Talappilly,Thrissur,KERALA,679531
Nhamanghat,Chavakkad,Thrissur,KERALA,679563
Ollukkara,Thrissur,Thrissur,KERALA,680655
Ollur North,NA,Thrissur,KERALA,680306
Ollur,NA,Thrissur,KERALA,680306
Ollur Thaikkattussery,NA,Thrissur,KERALA,680306
Orumanayur,Chavakkad,Thrissur,KERALA,680512
Padiyam,NA,Thrissur,KERALA,680641
Padoor,Chavakkad,Thrissur,KERALA,680524
Painkulam,Talappilly,Thrissur,KERALA,679531
Palayur,NA,Thrissur,KERALA,680506
Palissery,NA,Thrissur,KERALA,680027
Pallam Kottambathur,Talappilly,Thrissur,KERALA,679532
Pallur,Talappilly,Thrissur,KERALA,679532
Paluvai,NA,Thrissur,KERALA,680522
Pampady East,Talappilly,Thrissur,KERALA,680588
Pampady West,Talappilly,Thrissur,KERALA,680588
Panangattukara,NA,Thrissur,KERALA,680623
Pangarappally,Talappilly,Thrissur,KERALA,680586
Panjal,Talappilly,Thrissur,KERALA,679531
Paralam,Thrissur,Thrissur,KERALA,680563
Parappur,Thrissur,Thrissur,KERALA,680552
Parlikkad,Talappilly,Thrissur,KERALA,680623
Pathiyarkulangara,Chavakkad,Thrissur,KERALA,680552
Pattikkad TC,Thrissur,Thrissur,KERALA,680652
Pattiparambu,Thalapilly,Thrissur,KERALA,680588
Pavaratty,NA,Thrissur,KERALA,680507
Pazhanji,Thalapilly,Thrissur,KERALA,680542
Pazhayannur,Talappilly,Thrissur,KERALA,680587
Peechi,Thrissur,Thrissur,KERALA,680653
Pengamuck,Talappilly,Thrissur,KERALA,680544
Perakam,NA,Thrissur,KERALA,680506
Peramangalam,Thrissur,Thrissur,KERALA,680545
Perinchery,NA,Thrissur,KERALA,680306
Peringandur,Thrissur,Thrissur,KERALA,680581
Peringavu,Thrissur,Thrissur,KERALA,680008
Perumpilavu,Thalapilly,Thrissur,KERALA,680519
Perumthuruthy,Talappilly,Thrissur,KERALA,680542
Peruvallur,Chavakkad,Thrissur,KERALA,680508
Ponnore,NA,Thrissur,KERALA,680552
Ponnukkara,Thrissur,Thrissur,KERALA,680306
Pookode,NA,Thrissur,KERALA,680505
Poomala,Thrissur,Thrissur,KERALA,680581
Poothole,NA,Thrissur,KERALA,680004
Poovanchira,Thrissur,Thrissur,KERALA,680652
Porkolangad,Talappilly,Thrissur,KERALA,680517
Porkulam,Talappilly,Thrissur,KERALA,680542
Pottore,NA,Thrissur,KERALA,680581
Puduruthy,Talappilly,Thrissur,KERALA,680623
Pulakkad,Thalapilly,Thrissur,KERALA,680585
Pulakode,Talappilly,Thrissur,KERALA,680586
Pullazhi,NA,Thrissur,KERALA,680012
Pullu,Thrissur,Thrissur,KERALA,680641
Punkunnu,Thrissur,Thrissur,KERALA,680002
Punnayurkulam,Chavakkad,Thrissur,KERALA,679561
Puranattukara,NA,Thrissur,KERALA,680551
Puthanpalli,NA,Thrissur,KERALA,680103
Puthenpeedika,Thrissur,Thrissur,KERALA,680642
Puthur Thrissur,NA,Thrissur,KERALA,680014
Puvathur,Chavakkad,Thrissur,KERALA,680508
Puzhakkal,Thrissur,Thrissur,KERALA,680553
Ramavarmapuram,Thrissur,Thrissur,KERALA,680631
South Kondazhi,Talappilly,Thrissur,KERALA,679106
Tali,Talappilly,Thrissur,KERALA,680585
Talikulam,Chavakkad,Thrissur,KERALA,680569
Thaikkad,NA,Thrissur,KERALA,680104
Thalakkottukara,Talappilly,Thrissur,KERALA,680501
Thalassery,Talappilly,Thrissur,KERALA,679532
Thalore,Thrissur,Thrissur,KERALA,680306
Thamarayur,NA,Thrissur,KERALA,680505
Thampankadavu,Chavakkad,Thrissur,KERALA,680569
Thangalur,Thrissur,Thrissur,KERALA,680596
Thayyur,Talappilly,Thrissur,KERALA,680584
Thekkumkara,Talappilly,Thrissur,KERALA,680589
Thichur,Talappilly,Thrissur,KERALA,680584
Thippilissery,Talappilly,Thrissur,KERALA,680519
Thirunellur,Chavakkad,Thrissur,KERALA,680508
Thiruvambady TSR,Thrissur,Thrissur,KERALA,680022
Thiruvenkitam,NA,Thrissur,KERALA,680101
Thiruvilwamala,Talappilly,Thrissur,KERALA,680588
Thonnurkkara,Talappilly,Thrissur,KERALA,680586
Thozhiyur,Chavakkad,Thrissur,KERALA,680520
Thozhupadam,Talappilly,Thrissur,KERALA,680586
Thrissur Central,Thrissur,Thrissur,KERALA,680001
Thrissur City,Thrissur,Thrissur,KERALA,680020
Thrissur East,Thrissur,Thrissur,KERALA,680005
Thrissur Engg College,Thrissur,Thrissur,KERALA,680009
Thrissur,Thrissur,Thrissur,KERALA,680001
Thrissur Medical College,Thrissur,Thrissur,KERALA,680596
Thrissur R S,Thrissur,Thrissur,KERALA,680021
Tirur,NA,Thrissur,KERALA,680581
Tiruvatra,NA,Thrissur,KERALA,680516
Tolur parappur,Thrissur,Thrissur,KERALA,680552
Toyakkavu,Chavakkad,Thrissur,KERALA,680513
Trikkur,Mukundapuram,Thrissur,KERALA,680306
Trithallur,Chavakkad,Thrissur,KERALA,680619
Trithallur West,Chavakkad,Thrissur,KERALA,680619
Vadakkekad,Chavakkad,Thrissur,KERALA,679562
Vadakkethara,Thalapilly,Thrissur,KERALA,680587
Vadookkara,NA,Thrissur,KERALA,680007
Vaka,Thalapilly,Thrissur,KERALA,680602
Vaniampara,Thrissur,Thrissur,KERALA,680652
Varavur,Thalapilly,Thrissur,KERALA,680585
Vatanapally Beach,Chavakkad,Thrissur,KERALA,680614
Vatanappally,Chavakkad,Thrissur,KERALA,680614
Vattekkad,Chavakkad,Thrissur,KERALA,680512
Vayilathur,Chavakkad,Thrissur,KERALA,679563
Vazhani,Thalapilly,Thrissur,KERALA,680589
Vellanikkara,Thrissur,Thrissur,KERALA,680654
Vellarakad,Talappilly,Thrissur,KERALA,680584
Vellattanjur,Talappilly,Thrissur,KERALA,680601
Velur Bazar,Talappilly,Thrissur,KERALA,680601
Velur Thrissur,Thalapilly,Thrissur,KERALA,680601
Veluthur,Thrissur,Thrissur,KERALA,680012
Vemmanad,NA,Thrissur,KERALA,680507
Venganellur,Talappilly,Thrissur,KERALA,680586
Venkitangu,Chavakkad,Thrissur,KERALA,680510
Vennur,Thalapilly,Thrissur,KERALA,680587
Vettikkattiri R.S.,Thalapilly,Thrissur,KERALA,679531
Vettukad,Thrissur,Thrissur,KERALA,680014
Viyyur,Thrissur,Thrissur,KERALA,680010
Vyasagiri,Talappilly,Thrissur,KERALA,680623
Wadakanchery TC,Thalapilly,Thrissur,KERALA,680582
Wadakkancheri Thrissur RS,Talappilly,Thrissur,KERALA,680623
West Fort,NA,Thrissur,KERALA,680004
Alappuzha Bazar,Ambalapuzha,Alappuzha,KERALA,688012
Alappuzha Collectorate,Ambalapuzha,Alappuzha,KERALA,688001
Alappuzha District Hospital,Ambalapuzha,Alappuzha,KERALA,688011
Alappuzha,Ambalapuzha,Alappuzha,KERALA,688001
Alappuzha Iron Bridge,Ambalapuzha,Alappuzha,KERALA,688011
Alappuzha Medical College,Ambalappuzha,Alappuzha,KERALA,688005
Alappuzha Mullackal,Ambalappuzha,Alappuzha,KERALA,688011
Alappuzha North,Ambalapuzh A,Alappuzha,KERALA,688007
Ambalapuzha East EDB.O,Ambalappuzha,Alappuzha,KERALA,688561
Ambalapuzha,Ambalapuzha,Alappuzha,KERALA,688561
Andhakaranazhy,Cherthala,Alappuzha,KERALA,688531
Arookutty,Cherthala,Alappuzha,KERALA,688535
Aroor,Cherthla,Alappuzha,KERALA,688534
Arthingal,Cherthala,Alappuzha,KERALA,688530
Aryad North EDB.O,Mararikulam,Alappuzha,KERALA,688538
Avalukkunnu,Ambalapuzha,Alappuzha,KERALA,688006
Champakulam East,Kuttanad,Alappuzha,KERALA,688505
Champakulam,Kuttanad,Alappuzha,KERALA,688505
Chandiroor EDB.O,Cherthala,Alappuzha,KERALA,688537
Chathurthiakary,Kuttanad,Alappuzha,KERALA,688502
Chempumpuram,Kuttanad,Alappuzha,KERALA,688505
Chennamkary,Kuttanad,Alappuzha,KERALA,688501
Chennamkary East,Kuttanad,Alappuzha,KERALA,688506
Cherthala Cutcherry,Cherthala,Alappuzha,KERALA,688524
Cherthala,Cherthala,Alappuzha,KERALA,688524
Cherthala South EDB.O,Cherthala,Alappuzha,KERALA,688539
Cherukara Kuttanad,Kuttanad,Alappuzha,KERALA,688506
Chethy GDB.O,Cherthala,Alappuzha,KERALA,688530
Chirayakom,Kuttanad,Alappuzha,KERALA,688562
Chungom,Ambalappuzha,Alappuzha,KERALA,688011
Eramallur,Cherthala,Alappuzha,KERALA,688537
Ezhupunna EDB.O,Cherthala,Alappuzha,KERALA,688537
Ezhupunna South EDB.O,Cherthala,Alappuzha,KERALA,688537
Illichira,Ambalappuzha,Alappuzha,KERALA,688561
Kadakkarapally,Cherthala,Alappuzha,KERALA,688529
Kainakary East,Kuttanad,Alappuzha,KERALA,688501
Kainakary,Kuttanad,Alappuzha,KERALA,688501
Kakkazhom,Ambalappuzha,Alappuzha,KERALA,688005
Kalavamkodam,Cherthala,Alappuzha,KERALA,688524
Kalavoor,Ambalapuzha,Alappuzha,KERALA,688522
Kanichukulangara EDB.O,Cherthala,Alappuzha,KERALA,688582
Kanjipadom,Ambalappuzha,Alappuzha,KERALA,688005
Kannady,Kuttanad,Alappuzha,KERALA,688504
Kannady West,Kuttanad,Alappuzha,KERALA,688504
Kannankara,Cherthala,Alappuzha,KERALA,688527
Karikad,Cherthala,Alappuzha,KERALA,688527
Karumady EDB.O,Ambalapuzha,Alappuzha,KERALA,688561
Kattoor Kalavoor EDB.O,Ambalapuzha,Alappuzha,KERALA,688522
Kavalam North,Kuttanad,Alappuzha,KERALA,688506
Kavalam,Kuttanad,Alappuzha,KERALA,688506
Kayalpuram,Kuttanad,Alappuzha,KERALA,688504
Kelamangalam,Kuttanad,Alappuzha,KERALA,688562
Kochuramapuram EDB.O,Cherthala,Alappuzha,KERALA,688541
Kokkothamangalam,Cherthala,Alappuzha,KERALA,688527
Komalapuram,Ambalapuzha,Alappuzha,KERALA,688006
Kommady Ward,Ambalappuzha,Alappuzha,KERALA,688007
Kottankulangara,Ambalappuzha,Alappuzha,KERALA,688006
Kunnumma Thakazhy,Kuttanad,Alappuzha,KERALA,688562
Kuppappuram,Ambalapuzha,Alappuzha,KERALA,688011
Kuruppankulangara,Cherthala,Alappuzha,KERALA,688539
Kuthiathode,Cherthala,Alappuzha,KERALA,688533
Kuttamangalam,Kuttanad,Alappuzha,KERALA,688501
Manappuram EDB.O,Cherthala,Alappuzha,KERALA,688526
Mannancherry,Ambalappuzha,Alappuzha,KERALA,688538
Mararikulam North EDB.O,Cherthala,Alappuzha,KERALA,688523
Maruthorvattom EDB.O,Cherthala,Alappuzha,KERALA,688539
Mayithara Market,Cherthala,Alappuzha,KERALA,688539
Moncombu,Kuttanad,Alappuzha,KERALA,688502
Moncombu Thekkekara,Kuttanad,Alappuzha,KERALA,688503
Muhamma,Cherthala,Alappuzha,KERALA,688525
Muttathiparambu,Cherthala,Alappuzha,KERALA,688527
Naduvathnagar EDB.O,Cherthala,Alappuzha,KERALA,688526
Narakathara,Kuttanad,Alappuzha,KERALA,688506
Nedumudy EDB.O,Kuttanad,Alappuzha,KERALA,688503
Olavaipu,Cherthala,Alappuzha,KERALA,688526
Pallippuram,Cherthala,Alappuzha,KERALA,688541
Pallithode,Cherthala,Alappuzha,KERALA,688540
Panavally EDB.O,Cherthala,Alappuzha,KERALA,688526
Pandarakulam,Kuttanad,Alappuzha,KERALA,688505
Parayakad,Cherthala,Alappuzha,KERALA,688540
Pathirappally,Ambalapuzha,Alappuzha,KERALA,688521
Pattanacaud,Cherthala,Alappuzha,KERALA,688531
Pazhaveedu,Ambalapuzha,Alappuzha,KERALA,688009
Perumbalam,Cherthala,Alappuzha,KERALA,688570
Pollethai EDB.O,Ambalappuzha,Alappuzha,KERALA,688522
Ponga,Kuttanad,Alappuzha,KERALA,688503
Ponnad,Ambalappuzha,Alappuzha,KERALA,688538
Poochackal,Cherthala,Alappuzha,KERALA,688526
Pulincunnu,Kuttanad,Alappuzha,KERALA,688504
Pullangadi,Kuttanad,Alappuzha,KERALA,688505
Punnakunnathussery,Kuttanad,Alappuzha,KERALA,688504
Punnakunnathussery South,Kuttanad,Alappuzha,KERALA,688504
Punnapra North,Ambalapuzha,Alappuzha,KERALA,688014
Punnapra,Ambalapuzha,Alappuzha,KERALA,688004
Purakad EDB.O,Ambalappuzha,Alappuzha,KERALA,688561
Sanathanapuram,Ambalapuzha,Alappuzha,KERALA,688003
Sethulekshmipuram,Cherthala,Alappuzha,KERALA,688523
Sreenarayanapuram,Cherthala,Alappuzha,KERALA,688582
